customerID,tenure,Contract,InternetService,MonthlyCharges,churn_probability,risk_tier
8660-BUETV,3,Month-to-month,DSL,44.75,37.8,🟢 Low risk
6243-OZGFH,23,Month-to-month,DSL,44.95,37.8,🟢 Low risk
9688-YGXVR,44,Month-to-month,Fiber optic,88.15,37.8,🟢 Low risk
1600-DILPE,12,Month-to-month,DSL,45.0,37.8,🟢 Low risk
3524-WQDSG,43,Month-to-month,Fiber optic,99.3,37.8,🟢 Low risk
7064-FRRSW,48,One year,Fiber optic,99.0,37.7,🟢 Low risk
6844-DZKRF,2,Month-to-month,DSL,50.2,37.7,🟢 Low risk
7147-AYBAA,37,Month-to-month,Fiber optic,70.35,37.7,🟢 Low risk
3452-ABWRL,47,Month-to-month,Fiber optic,86.05,37.7,🟢 Low risk
0374-AACSZ,1,Month-to-month,DSL,50.15,37.6,🟢 Low risk
7312-XSBAT,1,Month-to-month,DSL,49.75,37.6,🟢 Low risk
9681-KYGYB,49,Month-to-month,Fiber optic,88.2,37.6,🟢 Low risk
3005-TYFRD,55,Month-to-month,Fiber optic,103.65,37.6,🟢 Low risk
4881-JVQOD,10,Month-to-month,DSL,34.55,37.6,🟢 Low risk
7895-VONWT,25,Month-to-month,DSL,48.25,37.6,🟢 Low risk
6817-WTYHE,2,Month-to-month,DSL,44.9,37.5,🟢 Low risk
3130-ICDUP,2,Month-to-month,Fiber optic,80.55,37.5,🟢 Low risk
2105-PHWON,33,Month-to-month,Fiber optic,95.0,37.5,🟢 Low risk
2359-KLTEK,41,Month-to-month,Fiber optic,94.9,37.5,🟢 Low risk
1456-TWCGB,4,Month-to-month,DSL,49.25,37.5,🟢 Low risk
7850-VWJUU,23,Month-to-month,Fiber optic,75.0,37.4,🟢 Low risk
3873-NFTGI,14,Month-to-month,DSL,55.5,37.4,🟢 Low risk
1895-QTKDO,1,Month-to-month,DSL,43.95,37.4,🟢 Low risk
2027-WKXMW,63,Month-to-month,Fiber optic,108.75,37.4,🟢 Low risk
1427-VERSM,56,Month-to-month,Fiber optic,98.7,37.4,🟢 Low risk
6464-KEXXH,8,Month-to-month,DSL,25.25,37.4,🟢 Low risk
7181-OQCUT,21,Month-to-month,Fiber optic,103.85,37.4,🟢 Low risk
2272-UOINI,7,Month-to-month,DSL,78.5,37.3,🟢 Low risk
8286-AFUYI,1,Month-to-month,DSL,47.95,37.3,🟢 Low risk
3258-SANFR,6,Month-to-month,DSL,44.7,37.2,🟢 Low risk
6158-HDPXZ,1,Month-to-month,DSL,25.35,37.2,🟢 Low risk
7876-BEUTG,15,Month-to-month,DSL,48.8,37.2,🟢 Low risk
4482-FTFFX,5,Month-to-month,DSL,56.15,37.2,🟢 Low risk
4636-JGAAI,34,Month-to-month,Fiber optic,88.85,37.2,🟢 Low risk
2181-UAESM,2,Month-to-month,DSL,53.45,37.2,🟢 Low risk
2139-FQHLM,19,Month-to-month,Fiber optic,89.95,37.2,🟢 Low risk
9631-XEYKE,3,Month-to-month,DSL,50.4,37.1,🟢 Low risk
9895-VFOXH,1,Month-to-month,DSL,24.4,37.1,🟢 Low risk
4001-TSBTV,58,Month-to-month,Fiber optic,91.55,37.1,🟢 Low risk
7878-JGDKK,4,Month-to-month,DSL,44.55,37.1,🟢 Low risk
3439-GVUSX,1,Month-to-month,DSL,24.4,37.1,🟢 Low risk
1357-MVDOZ,11,Month-to-month,DSL,59.65,37.0,🟢 Low risk
5438-QMDDL,19,Month-to-month,DSL,59.8,37.0,🟢 Low risk
8404-FYDIB,26,Month-to-month,Fiber optic,86.65,37.0,🟢 Low risk
0295-QVKPB,5,Month-to-month,DSL,63.95,37.0,🟢 Low risk
2067-QYTCF,64,Month-to-month,Fiber optic,111.15,37.0,🟢 Low risk
9659-QEQSY,45,Month-to-month,Fiber optic,115.65,36.9,🟢 Low risk
1421-HCERK,30,Month-to-month,Fiber optic,105.7,36.9,🟢 Low risk
5402-HTOTQ,16,Month-to-month,DSL,55.3,36.9,🟢 Low risk
1208-NBVFH,20,Month-to-month,DSL,49.6,36.9,🟢 Low risk
0623-GDISB,1,Month-to-month,DSL,48.45,36.9,🟢 Low risk
5522-NYKPB,25,Month-to-month,Fiber optic,85.9,36.8,🟢 Low risk
3503-TYDAY,43,Month-to-month,Fiber optic,80.45,36.8,🟢 Low risk
0177-PXBAT,33,Month-to-month,Fiber optic,109.9,36.8,🟢 Low risk
5651-WYIPH,18,Month-to-month,DSL,49.85,36.8,🟢 Low risk
8016-NCFVO,55,Month-to-month,Fiber optic,116.5,36.8,🟢 Low risk
9777-WJJPR,31,Month-to-month,Fiber optic,88.65,36.8,🟢 Low risk
0929-HYQEW,3,Month-to-month,DSL,50.15,36.7,🟢 Low risk
6896-SRVYQ,44,Month-to-month,Fiber optic,73.85,36.7,🟢 Low risk
7905-TVXTA,5,Month-to-month,DSL,64.35,36.7,🟢 Low risk
6908-VVYHM,65,Month-to-month,Fiber optic,90.65,36.7,🟢 Low risk
9003-CPATH,42,Month-to-month,Fiber optic,79.9,36.6,🟢 Low risk
5981-ZVXOT,35,One year,Fiber optic,108.35,36.6,🟢 Low risk
9163-GHAYE,15,Month-to-month,DSL,48.85,36.5,🟢 Low risk
9495-SKLKD,45,Month-to-month,Fiber optic,95.95,36.5,🟢 Low risk
1100-DDVRV,17,Month-to-month,DSL,49.8,36.5,🟢 Low risk
7669-LCRSD,12,Month-to-month,DSL,56.3,36.4,🟢 Low risk
7554-AKDQF,6,Month-to-month,DSL,45.65,36.3,🟢 Low risk
8757-TFHHJ,1,Month-to-month,DSL,49.8,36.3,🟢 Low risk
2853-CWQFQ,1,Month-to-month,DSL,59.55,36.3,🟢 Low risk
3446-QDSZF,4,Month-to-month,DSL,55.5,36.3,🟢 Low risk
7346-MEDWM,59,Month-to-month,Fiber optic,83.25,36.3,🟢 Low risk
5886-VLQVU,35,Month-to-month,Fiber optic,89.85,36.2,🟢 Low risk
8728-SKJLR,41,Month-to-month,Fiber optic,74.25,36.2,🟢 Low risk
6745-JEFZB,35,Month-to-month,Fiber optic,91.5,36.1,🟢 Low risk
1930-WNXSB,58,Month-to-month,Fiber optic,92.85,36.0,🟢 Low risk
0730-KOAVE,30,Month-to-month,Fiber optic,94.3,36.0,🟢 Low risk
8388-FYNPZ,4,Month-to-month,DSL,56.75,36.0,🟢 Low risk
7975-TZMLR,47,One year,Fiber optic,103.1,36.0,🟢 Low risk
1777-JYQPJ,2,Month-to-month,DSL,24.3,36.0,🟢 Low risk
5977-CKHON,43,Month-to-month,Fiber optic,92.55,36.0,🟢 Low risk
8982-NHAVY,27,One year,Fiber optic,100.5,36.0,🟢 Low risk
6542-LWGXJ,3,Month-to-month,DSL,25.0,35.9,🟢 Low risk
2209-XADXF,1,Month-to-month,DSL,25.25,35.9,🟢 Low risk
2240-HSJQD,38,Month-to-month,Fiber optic,81.85,35.9,🟢 Low risk
4007-NHVHI,56,Month-to-month,Fiber optic,96.85,35.8,🟢 Low risk
9314-QDMDW,11,One year,DSL,61.25,35.8,🟢 Low risk
1575-KRZZE,4,Month-to-month,DSL,55.2,35.7,🟢 Low risk
3113-IWHLC,5,Month-to-month,DSL,55.8,35.7,🟢 Low risk
2208-UGTGR,56,Month-to-month,Fiber optic,98.6,35.7,🟢 Low risk
0975-VOOVL,3,Month-to-month,DSL,29.2,35.7,🟢 Low risk
9919-YLNNG,42,Month-to-month,Fiber optic,103.8,35.6,🟢 Low risk
8623-ULFNQ,26,Month-to-month,DSL,66.05,35.6,🟢 Low risk
2014-MKGMH,46,One year,Fiber optic,101.1,35.6,🟢 Low risk
4320-QMLLA,7,Month-to-month,DSL,54.85,35.6,🟢 Low risk
9822-WMWVG,41,Month-to-month,Fiber optic,106.5,35.6,🟢 Low risk
4130-MZLCC,5,Month-to-month,DSL,50.55,35.5,🟢 Low risk
0943-ZQPXH,44,Month-to-month,Fiber optic,92.95,35.4,🟢 Low risk
6726-WEXXK,27,One year,Fiber optic,85.9,35.4,🟢 Low risk
7272-QDCKA,28,One year,Fiber optic,100.2,35.4,🟢 Low risk
6578-KRMAW,32,Month-to-month,Fiber optic,93.4,35.3,🟢 Low risk
8167-GJLRN,3,Month-to-month,DSL,30.4,35.3,🟢 Low risk
5939-XAIXZ,19,Month-to-month,DSL,56.1,35.2,🟢 Low risk
9089-UOWJG,12,Month-to-month,DSL,58.35,35.2,🟢 Low risk
7964-VEXDG,21,Month-to-month,Fiber optic,80.35,35.2,🟢 Low risk
2101-RANCD,55,Month-to-month,Fiber optic,73.1,35.1,🟢 Low risk
4012-ZTHBR,21,Month-to-month,DSL,44.95,35.1,🟢 Low risk
1956-YIFGE,22,One year,Fiber optic,100.05,35.1,🟢 Low risk
2615-YVMYX,71,Month-to-month,Fiber optic,107.5,35.0,🟢 Low risk
9522-BNTHX,34,Month-to-month,DSL,56.25,35.0,🟢 Low risk
9137-UIYPG,35,Month-to-month,Fiber optic,106.9,34.9,🟢 Low risk
3842-QTGDL,16,Month-to-month,Fiber optic,80.75,34.9,🟢 Low risk
5843-TTHGI,18,Month-to-month,DSL,50.0,34.9,🟢 Low risk
0003-MKNFE,9,Month-to-month,DSL,59.9,34.9,🟢 Low risk
9767-FFLEM,38,Month-to-month,Fiber optic,69.5,34.8,🟢 Low risk
5371-VYLSX,50,Month-to-month,Fiber optic,83.4,34.8,🟢 Low risk
9626-VFRGG,41,Month-to-month,Fiber optic,88.5,34.8,🟢 Low risk
2386-OWURY,58,Month-to-month,Fiber optic,95.3,34.8,🟢 Low risk
5949-HGVJL,26,Month-to-month,DSL,73.05,34.8,🟢 Low risk
7009-LGECI,4,Month-to-month,DSL,50.55,34.8,🟢 Low risk
2712-SYWAY,1,Month-to-month,No,25.7,34.7,🟢 Low risk
8149-AIQCG,39,Month-to-month,Fiber optic,73.15,34.7,🟢 Low risk
7766-CLTIC,10,Month-to-month,DSL,60.95,34.7,🟢 Low risk
3898-GUYTS,45,Month-to-month,Fiber optic,97.05,34.6,🟢 Low risk
3082-VQXNH,3,Month-to-month,DSL,29.8,34.6,🟢 Low risk
8069-YQQAJ,14,Month-to-month,DSL,31.1,34.6,🟢 Low risk
3932-IJWDZ,45,Month-to-month,Fiber optic,103.65,34.6,🟢 Low risk
1996-DBMUS,48,Month-to-month,Fiber optic,70.65,34.5,🟢 Low risk
2519-LBNQL,60,One year,Fiber optic,104.35,34.5,🟢 Low risk
1548-ARAGG,4,Month-to-month,DSL,58.5,34.5,🟢 Low risk
1548-FEHVL,61,Month-to-month,Fiber optic,106.2,34.5,🟢 Low risk
0419-YAAPX,49,Month-to-month,Fiber optic,85.3,34.4,🟢 Low risk
8676-OOQEJ,4,Month-to-month,DSL,30.5,34.4,🟢 Low risk
1442-BQPVU,13,Month-to-month,DSL,29.15,34.4,🟢 Low risk
8065-BVEPF,65,Month-to-month,Fiber optic,99.1,34.4,🟢 Low risk
7054-ENNGU,9,Month-to-month,DSL,50.85,34.3,🟢 Low risk
2325-WINES,32,One year,Fiber optic,104.05,34.2,🟢 Low risk
0567-GGCAC,7,Month-to-month,DSL,61.4,34.2,🟢 Low risk
5600-PDUJF,6,Month-to-month,DSL,49.5,34.2,🟢 Low risk
5973-EJGDP,51,Month-to-month,Fiber optic,87.35,34.2,🟢 Low risk
6874-SGLHU,30,One year,Fiber optic,97.0,34.2,🟢 Low risk
8910-LEDAG,34,Month-to-month,Fiber optic,71.55,34.1,🟢 Low risk
7501-VTYLJ,2,Month-to-month,DSL,51.55,34.1,🟢 Low risk
9780-FKVVF,6,Month-to-month,DSL,59.15,34.1,🟢 Low risk
1169-WCVAK,19,Month-to-month,Fiber optic,88.8,34.0,🟢 Low risk
7130-YXBRO,48,Month-to-month,Fiber optic,111.45,34.0,🟢 Low risk
6614-VBEGU,24,Month-to-month,DSL,69.45,33.9,🟢 Low risk
7634-WSWDB,8,Month-to-month,DSL,38.5,33.9,🟢 Low risk
6854-EXGSF,8,Month-to-month,DSL,65.5,33.9,🟢 Low risk
5312-UXESG,41,Month-to-month,Fiber optic,98.05,33.9,🟢 Low risk
2133-TSRRM,34,Month-to-month,Fiber optic,105.35,33.9,🟢 Low risk
5778-BVOFB,9,Month-to-month,DSL,59.5,33.9,🟢 Low risk
4452-QIIEB,7,Month-to-month,DSL,43.9,33.9,🟢 Low risk
0129-KPTWJ,72,Month-to-month,Fiber optic,94.65,33.8,🟢 Low risk
7576-JMYWV,46,Month-to-month,Fiber optic,110.2,33.8,🟢 Low risk
6821-JPCDC,48,One year,Fiber optic,97.05,33.8,🟢 Low risk
2676-OXPPQ,6,Month-to-month,DSL,55.7,33.7,🟢 Low risk
2927-QRRQV,46,One year,Fiber optic,94.65,33.7,🟢 Low risk
6704-UTUKK,29,Month-to-month,DSL,45.9,33.7,🟢 Low risk
5207-PLSTK,1,Month-to-month,DSL,48.75,33.7,🟢 Low risk
5780-INQIK,8,Month-to-month,DSL,49.4,33.7,🟢 Low risk
3162-KKZXO,55,One year,Fiber optic,100.15,33.6,🟢 Low risk
9169-BSVIN,12,Month-to-month,DSL,74.75,33.6,🟢 Low risk
4827-USJHP,20,Month-to-month,DSL,51.8,33.6,🟢 Low risk
2452-KDRRH,67,Month-to-month,Fiber optic,101.4,33.6,🟢 Low risk
0215-BQKGS,30,Month-to-month,Fiber optic,84.3,33.5,🟢 Low risk
3709-OIJEA,26,One year,Fiber optic,85.2,33.5,🟢 Low risk
2455-USLMV,31,Month-to-month,Fiber optic,84.75,33.4,🟢 Low risk
1370-GGAWX,46,One year,Fiber optic,94.15,33.4,🟢 Low risk
0924-BJCRC,60,Month-to-month,Fiber optic,89.45,33.4,🟢 Low risk
4080-IIARD,13,Month-to-month,DSL,76.2,33.4,🟢 Low risk
8455-HIRAQ,8,Month-to-month,DSL,44.45,33.3,🟢 Low risk
8535-SFUTN,61,Month-to-month,Fiber optic,106.45,33.3,🟢 Low risk
8468-EHYJA,57,Month-to-month,Fiber optic,99.65,33.3,🟢 Low risk
2087-QAREY,22,Month-to-month,DSL,54.7,33.3,🟢 Low risk
8329-UTMVM,27,One year,Fiber optic,104.65,33.3,🟢 Low risk
3058-WQDRE,13,Month-to-month,DSL,25.15,33.3,🟢 Low risk
5118-MUEYH,48,Month-to-month,Fiber optic,105.1,33.3,🟢 Low risk
6360-SVNWV,31,Month-to-month,Fiber optic,73.55,33.3,🟢 Low risk
4257-GAESD,6,Month-to-month,DSL,45.0,33.3,🟢 Low risk
4480-MBMLB,36,One year,Fiber optic,104.8,33.2,🟢 Low risk
6921-OZMFH,5,Month-to-month,DSL,55.7,33.2,🟢 Low risk
6917-YACBP,59,Month-to-month,Fiber optic,89.75,33.2,🟢 Low risk
7271-AJDTL,55,Month-to-month,Fiber optic,94.45,33.1,🟢 Low risk
4976-LNFVV,19,Month-to-month,DSL,34.3,33.1,🟢 Low risk
6954-OOYZZ,18,Month-to-month,DSL,44.35,33.1,🟢 Low risk
9909-IDLEK,20,Month-to-month,Fiber optic,96.8,33.1,🟢 Low risk
9327-QSDED,8,Month-to-month,DSL,43.55,33.1,🟢 Low risk
6202-DYYFX,22,One year,Fiber optic,76.0,33.1,🟢 Low risk
5149-TGWDZ,21,One year,Fiber optic,104.55,33.1,🟢 Low risk
9445-ZUEQE,27,Month-to-month,Fiber optic,85.2,33.0,🟢 Low risk
0265-PSUAE,16,Month-to-month,Fiber optic,100.7,33.0,🟢 Low risk
3604-WLABM,10,Month-to-month,DSL,54.25,33.0,🟢 Low risk
6180-YBIQI,5,Month-to-month,DSL,24.3,32.9,🟢 Low risk
1848-LBZHY,7,Month-to-month,DSL,50.3,32.9,🟢 Low risk
5055-MGMGF,65,Month-to-month,Fiber optic,105.05,32.9,🟢 Low risk
3845-FXCYS,2,Month-to-month,No,19.65,32.9,🟢 Low risk
2842-BCQGE,43,Month-to-month,Fiber optic,75.35,32.9,🟢 Low risk
9626-WEQRM,4,Month-to-month,DSL,29.15,32.9,🟢 Low risk
0701-RFGFI,49,Month-to-month,Fiber optic,95.4,32.8,🟢 Low risk
9481-SFCQY,14,Month-to-month,DSL,59.8,32.8,🟢 Low risk
5423-BHIXO,32,Month-to-month,DSL,54.2,32.8,🟢 Low risk
8205-MQUGY,12,Month-to-month,DSL,49.2,32.8,🟢 Low risk
1357-BIJKI,50,One year,Fiber optic,98.25,32.7,🟢 Low risk
8992-VONJD,13,Month-to-month,DSL,56.0,32.7,🟢 Low risk
0191-ZHSKZ,30,Month-to-month,DSL,74.75,32.6,🟢 Low risk
4462-CYWMH,62,Month-to-month,Fiber optic,89.8,32.6,🟢 Low risk
6633-SYEUS,23,Month-to-month,Fiber optic,83.2,32.6,🟢 Low risk
3466-WAESX,16,Month-to-month,DSL,69.1,32.6,🟢 Low risk
9776-OJUZI,65,Month-to-month,Fiber optic,95.45,32.5,🟢 Low risk
9505-SQFSW,3,Month-to-month,DSL,40.3,32.5,🟢 Low risk
0080-OROZO,35,One year,Fiber optic,99.25,32.5,🟢 Low risk
5060-TQUQN,30,Month-to-month,Fiber optic,83.55,32.5,🟢 Low risk
6362-QHAFM,42,One year,Fiber optic,108.3,32.4,🟢 Low risk
2208-NQBCT,26,Month-to-month,Fiber optic,81.95,32.4,🟢 Low risk
5433-KYGHE,14,Month-to-month,Fiber optic,86.0,32.4,🟢 Low risk
4431-EDMIQ,7,Month-to-month,DSL,75.7,32.4,🟢 Low risk
8980-WQFWL,35,Month-to-month,DSL,62.1,32.3,🟢 Low risk
7396-VJUZB,4,Month-to-month,DSL,45.25,32.3,🟢 Low risk
2360-RDGRO,65,Month-to-month,Fiber optic,104.25,32.2,🟢 Low risk
7594-LZNWR,34,Month-to-month,Fiber optic,69.15,32.2,🟢 Low risk
0422-UXFAP,51,One year,Fiber optic,98.85,32.1,🟢 Low risk
6537-QLGEX,16,Month-to-month,DSL,38.9,32.1,🟢 Low risk
4256-ZWTZI,5,Month-to-month,DSL,51.0,32.1,🟢 Low risk
4176-FXYBO,54,Month-to-month,Fiber optic,109.55,32.1,🟢 Low risk
1217-VASWC,43,One year,Fiber optic,100.55,32.1,🟢 Low risk
2792-VPPET,3,Month-to-month,No,20.5,32.1,🟢 Low risk
5651-CPDND,10,Month-to-month,DSL,46.0,32.0,🟢 Low risk
3195-TQDZX,3,Month-to-month,No,20.25,32.0,🟢 Low risk
5035-PGZXH,56,One year,Fiber optic,106.8,32.0,🟢 Low risk
4767-HZZHQ,30,Month-to-month,Fiber optic,82.05,32.0,🟢 Low risk
4672-FOTSD,12,Month-to-month,DSL,67.25,31.9,🟢 Low risk
2883-ILGWO,57,Month-to-month,Fiber optic,104.9,31.9,🟢 Low risk
6898-MDLZW,12,Month-to-month,DSL,53.75,31.8,🟢 Low risk
5351-QESIO,1,Month-to-month,DSL,24.2,31.8,🟢 Low risk
2538-OIMXF,1,Month-to-month,DSL,24.7,31.8,🟢 Low risk
2828-SLQPF,19,Month-to-month,DSL,45.0,31.8,🟢 Low risk
3577-AMVUX,1,Month-to-month,DSL,55.05,31.8,🟢 Low risk
0822-QGCXA,27,Month-to-month,DSL,83.85,31.8,🟢 Low risk
3349-ANQNH,59,One year,Fiber optic,99.5,31.8,🟢 Low risk
1049-FYSYG,17,Month-to-month,DSL,35.65,31.8,🟢 Low risk
6572-ADKRS,46,Month-to-month,Fiber optic,74.8,31.7,🟢 Low risk
1791-PQHBB,2,Month-to-month,DSL,61.2,31.7,🟢 Low risk
2257-BOVXD,14,Month-to-month,DSL,66.6,31.7,🟢 Low risk
0481-SUMCB,45,One year,Fiber optic,102.15,31.6,🟢 Low risk
9921-EZKBY,33,Month-to-month,Fiber optic,95.3,31.6,🟢 Low risk
8123-QBNAZ,36,Month-to-month,Fiber optic,104.5,31.6,🟢 Low risk
7742-MYPGI,6,Month-to-month,DSL,48.8,31.6,🟢 Low risk
8095-WANWK,10,Month-to-month,DSL,45.25,31.6,🟢 Low risk
9842-EFSYY,4,Month-to-month,DSL,57.2,31.5,🟢 Low risk
7521-AFHAB,5,Month-to-month,DSL,44.8,31.5,🟢 Low risk
8552-OBVRU,48,Month-to-month,Fiber optic,104.5,31.5,🟢 Low risk
9774-NRNAU,27,Month-to-month,DSL,84.8,31.4,🟢 Low risk
2669-OIDSD,48,Month-to-month,Fiber optic,100.05,31.4,🟢 Low risk
1258-YMZNM,27,One year,Fiber optic,110.5,31.3,🟢 Low risk
8564-LDKFL,40,One year,Fiber optic,106.0,31.3,🟢 Low risk
4821-SJHJV,32,Month-to-month,Fiber optic,89.6,31.3,🟢 Low risk
1394-SUIUH,44,Month-to-month,Fiber optic,85.15,31.3,🟢 Low risk
5828-DWPIL,62,Month-to-month,Fiber optic,89.1,31.3,🟢 Low risk
0178-SZBHO,47,Month-to-month,Fiber optic,87.2,31.3,🟢 Low risk
6897-UUBNU,29,Month-to-month,Fiber optic,89.65,31.2,🟢 Low risk
3522-CDKHF,32,Month-to-month,Fiber optic,75.5,31.2,🟢 Low risk
0799-DDIHE,15,Month-to-month,DSL,46.3,31.2,🟢 Low risk
0575-CUQOV,60,One year,Fiber optic,97.95,31.2,🟢 Low risk
6133-OZILE,18,Month-to-month,DSL,35.2,31.2,🟢 Low risk
2273-QCKXA,1,Month-to-month,DSL,49.05,31.1,🟢 Low risk
2709-UQGNP,10,Month-to-month,DSL,51.65,31.1,🟢 Low risk
7826-VVKWT,24,Two year,Fiber optic,96.55,31.1,🟢 Low risk
7693-QPEFS,52,Month-to-month,Fiber optic,72.95,31.1,🟢 Low risk
0060-FUALY,59,Month-to-month,Fiber optic,94.75,31.1,🟢 Low risk
3043-TYBNO,3,Month-to-month,DSL,60.65,31.0,🟢 Low risk
3787-TRIAL,21,Month-to-month,DSL,26.05,31.0,🟢 Low risk
4396-KLSEH,4,Month-to-month,No,19.85,30.9,🟢 Low risk
9812-GHVRI,40,Month-to-month,Fiber optic,83.85,30.9,🟢 Low risk
3345-JHUEO,4,Month-to-month,No,20.2,30.9,🟢 Low risk
5131-PONJI,49,Month-to-month,Fiber optic,90.4,30.9,🟢 Low risk
4647-XXZAM,6,Month-to-month,DSL,45.5,30.8,🟢 Low risk
0804-XBFBV,11,Month-to-month,DSL,25.2,30.8,🟢 Low risk
8152-UOBNY,50,One year,Fiber optic,106.8,30.8,🟢 Low risk
6029-CSMJE,17,Month-to-month,DSL,25.65,30.8,🟢 Low risk
7905-NJMXS,7,Month-to-month,DSL,64.2,30.8,🟢 Low risk
5018-GWURO,56,Month-to-month,Fiber optic,85.6,30.8,🟢 Low risk
2043-WVTQJ,1,Month-to-month,DSL,55.7,30.7,🟢 Low risk
5071-FBJFS,4,Month-to-month,DSL,50.3,30.7,🟢 Low risk
5172-MIGPM,4,Month-to-month,DSL,65.55,30.7,🟢 Low risk
5156-UMKOW,3,Month-to-month,DSL,29.65,30.6,🟢 Low risk
5697-GOMBF,28,Month-to-month,DSL,35.9,30.6,🟢 Low risk
1480-IVEVR,35,One year,Fiber optic,81.6,30.6,🟢 Low risk
5201-USSQZ,26,Month-to-month,Fiber optic,85.9,30.6,🟢 Low risk
1703-MGIAB,17,Month-to-month,DSL,69.0,30.6,🟢 Low risk
7993-NQLJE,15,Month-to-month,Fiber optic,75.1,30.5,🟢 Low risk
4801-JZAZL,11,Month-to-month,DSL,29.6,30.5,🟢 Low risk
3055-OYMSE,53,Month-to-month,Fiber optic,73.8,30.4,🟢 Low risk
7621-VPNET,42,Month-to-month,Fiber optic,85.9,30.4,🟢 Low risk
8705-DWKTI,52,Month-to-month,Fiber optic,83.8,30.4,🟢 Low risk
2075-RMJIK,5,Month-to-month,DSL,49.4,30.4,🟢 Low risk
2040-VZIKE,49,Month-to-month,Fiber optic,100.85,30.4,🟢 Low risk
4468-YDOVK,5,Month-to-month,DSL,48.65,30.4,🟢 Low risk
6253-WRFHY,13,One year,DSL,64.75,30.4,🟢 Low risk
8450-UYIBU,35,Month-to-month,DSL,39.85,30.3,🟢 Low risk
6128-AQBMT,41,Month-to-month,DSL,53.95,30.3,🟢 Low risk
5686-CMAWK,17,One year,Fiber optic,86.75,30.3,🟢 Low risk
9881-VCZEP,25,Month-to-month,DSL,54.1,30.3,🟢 Low risk
0089-IIQKO,39,Month-to-month,Fiber optic,99.95,30.3,🟢 Low risk
0929-PECLO,63,Month-to-month,Fiber optic,89.6,30.3,🟢 Low risk
0867-LDTTC,5,Month-to-month,DSL,75.15,30.3,🟢 Low risk
6847-KJLTS,58,Month-to-month,Fiber optic,100.4,30.2,🟢 Low risk
4098-NAUKP,68,Month-to-month,Fiber optic,84.65,30.2,🟢 Low risk
8148-BPLZQ,34,Month-to-month,DSL,49.8,30.2,🟢 Low risk
1329-VHWNP,7,Month-to-month,DSL,25.05,30.2,🟢 Low risk
5701-ZIKJE,13,Month-to-month,DSL,50.55,30.2,🟢 Low risk
2843-CQMEG,24,Month-to-month,DSL,49.7,30.1,🟢 Low risk
3452-SRFEG,49,Month-to-month,Fiber optic,74.6,30.1,🟢 Low risk
5671-UUNXD,50,One year,Fiber optic,100.65,30.1,🟢 Low risk
7130-CTCUS,16,Month-to-month,DSL,54.55,30.1,🟢 Low risk
7537-CBQUZ,63,Month-to-month,Fiber optic,109.4,30.0,🟢 Low risk
7596-LDUXP,12,One year,Fiber optic,85.15,30.0,🟢 Low risk
5198-EFNBM,57,One year,Fiber optic,90.65,30.0,🟢 Low risk
9233-PSYHO,45,One year,Fiber optic,100.15,30.0,🟢 Low risk
4307-KWMXE,10,Month-to-month,DSL,35.75,29.9,🟢 Low risk
3162-ZJZFU,53,Month-to-month,Fiber optic,92.55,29.9,🟢 Low risk
7356-IWLFW,46,Month-to-month,Fiber optic,80.0,29.9,🟢 Low risk
4439-YRNVD,10,Month-to-month,DSL,36.25,29.9,🟢 Low risk
8755-IWJHN,69,Month-to-month,Fiber optic,95.35,29.8,🟢 Low risk
1261-FWTTE,23,Month-to-month,DSL,34.65,29.8,🟢 Low risk
3521-MNKLV,24,Month-to-month,DSL,49.7,29.8,🟢 Low risk
7966-YOTQW,10,Month-to-month,DSL,54.5,29.8,🟢 Low risk
6807-SIWJI,38,One year,Fiber optic,104.85,29.8,🟢 Low risk
2674-MLXMN,71,Month-to-month,Fiber optic,99.65,29.7,🟢 Low risk
6429-SHBCB,19,Month-to-month,DSL,69.6,29.7,🟢 Low risk
5882-CMAZQ,5,Month-to-month,DSL,34.25,29.7,🟢 Low risk
4250-WAROZ,60,Month-to-month,Fiber optic,93.25,29.7,🟢 Low risk
9544-PYPSJ,62,Month-to-month,Fiber optic,96.1,29.7,🟢 Low risk
2049-BAFNW,1,Month-to-month,DSL,35.9,29.7,🟢 Low risk
8049-WJCLQ,10,Month-to-month,DSL,60.2,29.6,🟢 Low risk
3639-XJHKQ,19,Month-to-month,DSL,60.6,29.6,🟢 Low risk
6173-GOLSU,67,Month-to-month,Fiber optic,94.65,29.5,🟢 Low risk
1422-DGUBX,32,One year,Fiber optic,79.25,29.5,🟢 Low risk
0811-GSDTP,13,Month-to-month,DSL,30.15,29.5,🟢 Low risk
3566-VVORZ,12,Month-to-month,DSL,45.9,29.5,🟢 Low risk
5136-RGMZO,31,Month-to-month,DSL,71.05,29.5,🟢 Low risk
0013-MHZWF,9,Month-to-month,DSL,69.4,29.4,🟢 Low risk
8695-WDYEA,1,Month-to-month,DSL,51.25,29.4,🟢 Low risk
1174-FGIFN,28,One year,Fiber optic,90.45,29.3,🟢 Low risk
9708-HPXWZ,5,Month-to-month,DSL,45.4,29.3,🟢 Low risk
3620-MWJNE,2,Month-to-month,DSL,54.45,29.2,🟢 Low risk
2607-FBDFF,1,Month-to-month,DSL,49.0,29.2,🟢 Low risk
1215-FIGMP,60,Month-to-month,Fiber optic,89.9,29.2,🟢 Low risk
8677-HDZEE,56,Month-to-month,Fiber optic,105.45,29.2,🟢 Low risk
